Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
1983645,Piroxicam,Piroxicam 20 mg,mg,Capsula,Piroxicam,Tecnoquimicas,Piroxicam (Tecnoquimicas) - Cada Capsula contiene: Piroxicam 20 mg,Institucional,182.1558407,Alto,3
1983779,Betametasona,Betametasona 4 mg,mg,Ampolla,Celestone,Merck,Celestone (Merck) - Ampolla 1 mg - Cada 1 ml contiene: Betametasona 4 mg,Comercial,18734,Alto,3
1983779,Betametasona,Betametasona 4 mg,mg,Ampolla,Celestone,Merck,Celestone (Merck) - Ampolla 1 mg - Cada 1 ml contiene: Betametasona 4 mg,Institucional,6560,Alto,3
1983837,Metronidazol,Metronidazol 500 mg,mg,Ovulo,Metronidazol,Colmed,Metronidazol (Colmed) - Cada Ovulo contiene: Metronidazol 500 mg,Comercial,646.6857809,Bajo,1
1983837,Metronidazol,Metronidazol 500 mg,mg,Ovulo,Metronidazol,Colmed,Metronidazol (Colmed) - Cada Ovulo contiene: Metronidazol 500 mg,Institucional,302.1052632,Bajo,1
1983914,Isoconazol,Isoconazol Nitrato 600 mg,mg,Ovulo,Ilana,Procaps,Ilana (Procaps) - Cada Ovulo contiene: Isoconazol Nitrato 600 mg,Comercial,65437.03704,Medio,2
1983914,Isoconazol,Isoconazol Nitrato 600 mg,mg,Ovulo,Ilana,Procaps,Ilana (Procaps) - Cada Ovulo contiene: Isoconazol Nitrato 600 mg,Institucional,10091.3486,Medio,2
1983915,Isoconazol,Isoconazol Nitrato 1 g,g,Tubo,Ilana,Procaps,Ilana (Procaps) - Tubo 40 g - Cada 100 g contiene: Isoconazol Nitrato 1 g,Comercial,62823.34294,Bajo,1
1983915,Isoconazol,Isoconazol Nitrato 1 g,g,Tubo,Ilana,Procaps,Ilana (Procaps) - Tubo 40 g - Cada 100 g contiene: Isoconazol Nitrato 1 g,Institucional,11556.3543,Bajo,1
1983915,Isoconazol,Isoconazol Nitrato 1 g,g,Tubo,Ilana,Procaps,Ilana (Procaps) - Tubo 10 g - Cada 100 g contiene: Isoconazol Nitrato 1 g,Comercial,71462.5,Alto,3
1983915,Isoconazol,Isoconazol Nitrato 1 g,g,Tubo,Ilana,Procaps,Ilana (Procaps) - Tubo 10 g - Cada 100 g contiene: Isoconazol Nitrato 1 g,Institucional,12710,Alto,3
1983917,Diclofenaco E Hidroxido De Aluminio,Hidroxido De Aluminio 200 mg + Diclofenaco 100 mg,mg,Capsula,Diclofenaco,Procaps,Diclofenaco (Procaps) - Cada Capsula contiene: Hidroxido De Aluminio 200 mg + Diclofenaco 100 mg,Comercial,949.1201717,Medio,2
1983917,Diclofenaco E Hidroxido De Aluminio,Hidroxido De Aluminio 200 mg + Diclofenaco 100 mg,mg,Capsula,Diclofenaco,Procaps,Diclofenaco (Procaps) - Cada Capsula contiene: Hidroxido De Aluminio 200 mg + Diclofenaco 100 mg,Institucional,230,Medio,2
1983938,Rocuronio Bromuro,Rocuronio Bromuro 50 mg,ml,Vial,Esmeron,Merck,Esmeron (Merck) - Vial 5 ml - Cada 5 ml contiene: Rocuronio Bromuro 50 mg,Comercial,34350,Alto,3
1983938,Rocuronio Bromuro,Rocuronio Bromuro 50 mg,ml,Vial,Esmeron,Merck,Esmeron (Merck) - Vial 5 ml - Cada 5 ml contiene: Rocuronio Bromuro 50 mg,Institucional,16322.36199,Alto,3
1984133,Cefalexina,Cefalexina 500 mg,mg,Tableta,Cefalexina,Lafrancol,Cefalexina (Lafrancol) - Cada Tableta contiene: Cefalexina 500 mg,Comercial,492.0542037,Bajo,1
1984178,Cefradina,Cefradina 500 mg,mg,Capsula,Cefradina,Lafrancol,Cefradina (Lafrancol) - Cada Capsula contiene: Cefradina 500 mg,Institucional,854,Medio,2
1984178,Cefradina,Cefradina 500 mg,mg,Capsula,Cefradina,Lafrancol,Cefradina (Lafrancol) - Cada Capsula contiene: Cefradina 500 mg,Comercial,856.9860348,Bajo,1
1984338,Haloperidol,Haloperidol 5 mg,mg,Tableta,Haloperidol,Memphis,Haloperidol (Memphis) - Cada Tableta contiene: Haloperidol 5 mg,Comercial,299.0476994,Alto,3
1984338,Haloperidol,Haloperidol 5 mg,mg,Tableta,Haloperidol,Memphis,Haloperidol (Memphis) - Cada Tableta contiene: Haloperidol 5 mg,Institucional,2.8,Bajo,1
1984368,Cefalexina,Cefalexina 500 mg,mg,Capsula,Cefalexina,La Sante,Cefalexina (La Sante) - Cada Capsula contiene: Cefalexina 500 mg,Comercial,704.3048736,Medio,2
1984368,Cefalexina,Cefalexina 500 mg,mg,Capsula,Cefalexina,La Sante,Cefalexina (La Sante) - Cada Capsula contiene: Cefalexina 500 mg,Institucional,272.3078421,Medio,2
1984797,Cefalexina,Cefalexina 500 mg,mg,Capsula,Cefalexina,Tecnoquimicas,Cefalexina (Tecnoquimicas) - Cada Capsula contiene: Cefalexina 500 mg,Comercial,676.2855539,Medio,2
1984797,Cefalexina,Cefalexina 500 mg,mg,Capsula,Cefalexina,Tecnoquimicas,Cefalexina (Tecnoquimicas) - Cada Capsula contiene: Cefalexina 500 mg,Institucional,504.731684,Alto,3
1985022,Ibuprofeno,Ibuprofeno 2 g,ml,Frasco,Ibuprofeno,American Generics,Ibuprofeno (American Generics) - Frasco 120 ml - Cada 100 ml contiene: Ibuprofeno 2 g,Comercial,5989.724389,Bajo,1
1985058,Tinidazol,Tinidazol 1 g,g,Tableta,Tinidazol,Genfar,Tinidazol (Genfar) - Cada Tableta contiene: Tinidazol 1 g,Comercial,736.9594825,Bajo,1
1985058,Tinidazol,Tinidazol 1 g,g,Tableta,Tinidazol,Genfar,Tinidazol (Genfar) - Cada Tableta contiene: Tinidazol 1 g,Institucional,441.4046108,Alto,3
19851,Cefotaxima,Cefotaxima 1 g,g,Vial,Cefotaxima,Vitalis,Cefotaxima (Vitalis) - Cada Vial contiene: Cefotaxima 1 g,Comercial,5400,Medio,2
19851,Cefotaxima,Cefotaxima 1 g,g,Vial,Cefotaxima,Vitalis,Cefotaxima (Vitalis) - Cada Vial contiene: Cefotaxima 1 g,Institucional,5137.146283,Medio,2
19900013,Aceite De Oliva Y Aceite De Soya,Aceite De Oliva Y Aceite De Soya 20 g,ml,Bolsa,Clinoleic,Baxter,Clinoleic (Baxter) - Bolsa 500 ml - Cada 100 ml contiene: Aceite De Oliva Y Aceite De Soya 20 g,Institucional,64416,Medio,2
19900013,Aceite De Oliva Y Aceite De Soya,Aceite De Oliva Y Aceite De Soya 20 g,ml,Bolsa,Clinoleic,Baxter,Clinoleic (Baxter) - Bolsa 500 ml - Cada 100 ml contiene: Aceite De Oliva Y Aceite De Soya 20 g,Comercial,54483.76471,Medio,2
19900048,Metronidazol,Metronidazol 500 mg,mg,Ovulo,Metronidazol,Tecnofar,Metronidazol (Tecnofar) - Cada Ovulo contiene: Metronidazol 500 mg,Comercial,864.7983554,Medio,2
19900048,Metronidazol,Metronidazol 500 mg,mg,Ovulo,Metronidazol,Tecnofar,Metronidazol (Tecnofar) - Cada Ovulo contiene: Metronidazol 500 mg,Institucional,721.4897004,Medio,2
19900063,Benzidamina,Bencidamina 3 mg,mg,Tableta,Benzirin,Aziende,Benzirin (Aziende) - Cada Tableta contiene: Bencidamina 3 mg,Comercial,1681.636137,Medio,2
19900063,Benzidamina,Bencidamina 3 mg,mg,Tableta,Benzirin,Aziende,Benzirin (Aziende) - Cada Tableta contiene: Bencidamina 3 mg,Institucional,1614,Medio,2
19900226,Cefuroxima,Cefuroxima 750 mg,mg,Vial,Cefuroxima,Vitalis,Cefuroxima (Vitalis) - Cada Vial contiene: Cefuroxima 750 mg,Institucional,6074.10411,Medio,2
19900234,Factor Xiii De Coagulacion,Factor Xiii De Coagulacion,ml,Vial,Beriplast,Csl,Beriplast (Csl) - Cada Vial contiene: Factor Xiii De Coagulacion,Institucional,165006,Medio,2
19900235,Factor Xiii Combinaciones,Factor Xiii Combinaciones,ml,Vial,Beriplast,Csl,Beriplast (Csl) - Cada Vial contiene: Factor Xiii Combinaciones,Institucional,220008,Medio,2
19900270,L-Ornitina-L-Aspartatato,L-Ornitina-L-Aspartatato 3 g,g,Sobre,Hepa- Merz,Merz Pharmaceuticals,Hepa- Merz (Merz Pharmaceuticals) - Cada Sobre contiene: L-Ornitina-L-Aspartatato 3 g,Institucional,5656,Medio,2
19900270,L-Ornitina-L-Aspartatato,L-Ornitina-L-Aspartatato 3 g,g,Sobre,Hepa- Merz,Merz Pharmaceuticals,Hepa- Merz (Merz Pharmaceuticals) - Cada Sobre contiene: L-Ornitina-L-Aspartatato 3 g,Comercial,5656,Medio,2
19900428,Dexametasona + Gentamicina + Ketoconazol,"Ketoconazol 2 g + Dexametasona 0,04 g + Gentamicina 0,1 g",g,Tubo,Dermatrex,Farma,"Dermatrex (Farma) - Tubo 20 g - Cada 100 g contiene: Ketoconazol 2 g + Dexametasona 0,04 g + Gentamicina 0,1 g",Comercial,25286.69245,Medio,2
19900428,Dexametasona + Gentamicina + Ketoconazol,"Ketoconazol 2 g + Dexametasona 0,04 g + Gentamicina 0,1 g",g,Tubo,Dermatrex,Farma,"Dermatrex (Farma) - Tubo 20 g - Cada 100 g contiene: Ketoconazol 2 g + Dexametasona 0,04 g + Gentamicina 0,1 g",Institucional,28219,Medio,2
19900482,L-Ornitina-L-Aspartatato,L-Ornitina-L-Aspartatato 5 g,ml,Ampolla,Hepa-Merz,Merz Pharmaceuticals,Hepa-Merz (Merz Pharmaceuticals) - Ampolla 10 ml - Cada 10 ml contiene: L-Ornitina-L-Aspartatato 5 g,Comercial,47680,Medio,2
19900482,L-Ornitina-L-Aspartatato,L-Ornitina-L-Aspartatato 5 g,ml,Ampolla,Hepa-Merz,Merz Pharmaceuticals,Hepa-Merz (Merz Pharmaceuticals) - Ampolla 10 ml - Cada 10 ml contiene: L-Ornitina-L-Aspartatato 5 g,Institucional,23163.39833,Medio,2
19900484,Hidroclorotiazida Y Losartan,"Hidroclorotiazida 12,5 mg + Losartan 50 mg",mg,Tableta,Satoren,Bussié,"Satoren (Bussié) - Cada Tableta contiene: Hidroclorotiazida 12,5 mg + Losartan 50 mg",Comercial,6832.877778,Medio,2
19900484,Hidroclorotiazida Y Losartan,"Hidroclorotiazida 12,5 mg + Losartan 50 mg",mg,Tableta,Satoren,Bussié,"Satoren (Bussié) - Cada Tableta contiene: Hidroclorotiazida 12,5 mg + Losartan 50 mg",Institucional,66.52033983,Bajo,1
19900498,Levonorgestrel,Levonorgestrel 52 mg,mg,Implante Intrauterino,Mirena,Bayer,Mirena (Bayer) - Cada Implante Intrauterino contiene: Levonorgestrel 52 mg,Comercial,397348,Medio,2
19900498,Levonorgestrel,Levonorgestrel 52 mg,mg,Implante Intrauterino,Mirena,Bayer,Mirena (Bayer) - Cada Implante Intrauterino contiene: Levonorgestrel 52 mg,Institucional,397348,Medio,2
19900510,Ibuprofeno,Ibuprofeno 400 mg,mg,Tableta,Motrin,Pfizer,Motrin (Pfizer) - Cada Tableta contiene: Ibuprofeno 400 mg,Comercial,1157,Alto,3
19900510,Ibuprofeno,Ibuprofeno 400 mg,mg,Tableta,Motrin,Pfizer,Motrin (Pfizer) - Cada Tableta contiene: Ibuprofeno 400 mg,Institucional,803.6190476,Medio,2
19900511,Ibuprofeno,Ibuprofeno 600 mg,mg,Tableta,Motrin,Pfizer,Motrin (Pfizer) - Cada Tableta contiene: Ibuprofeno 600 mg,Comercial,1993,Medio,2
19900511,Ibuprofeno,Ibuprofeno 600 mg,mg,Tableta,Motrin,Pfizer,Motrin (Pfizer) - Cada Tableta contiene: Ibuprofeno 600 mg,Institucional,1442,Alto,3
19900625,Salbutamol,Salbutamol 100 mcg,dosis,Aerosol,Ventilan Osp,Glaxosmithkline,Ventilan Osp (Glaxosmithkline) - Aerosol 200 dosis - Cada 1 dosis contiene: Salbutamol 100 mcg,Comercial,18920,Alto,3
19900625,Salbutamol,Salbutamol 100 mcg,dosis,Aerosol,Ventilan Osp,Glaxosmithkline,Ventilan Osp (Glaxosmithkline) - Aerosol 200 dosis - Cada 1 dosis contiene: Salbutamol 100 mcg,Institucional,8102.019477,Medio,2
19900780,Vitaminas Liposolubles,Vitaminas Liposolubles,ml,Ampolla,Vitalipid - Ninfant,Fresenius,Vitalipid - Ninfant (Fresenius) - Ampolla 10 ml - Cada 10 ml contiene: Vitaminas Liposolubles,Institucional,688.9172466,Bajo,1
19900781,Vitaminas Liposolubles,Vitaminas Liposolubles,ml,Ampolla,Vitalipid - Adult,Fresenius,Vitalipid - Adult (Fresenius) - Ampolla 10 ml - Cada 10 ml contiene: Vitaminas Liposolubles,Institucional,979.4694809,Alto,3
19900840,Celecoxib,Celecoxib 200 mg,mg,Capsula,Celebrex,Pfizer,Celebrex (Pfizer) - Cada Capsula contiene: Celecoxib 200 mg,Comercial,1350.785345,Medio,2
19900840,Celecoxib,Celecoxib 200 mg,mg,Capsula,Celebrex,Pfizer,Celebrex (Pfizer) - Cada Capsula contiene: Celecoxib 200 mg,Institucional,1304.067873,Alto,3
19900905,Calcio Gluconato,"Calcio Gluconato 0,95 g",ml,Ampolla,Gluconato De Calcio,Sanderson,"Gluconato De Calcio (Sanderson) - Ampolla 10 ml - Cada 10 ml contiene: Calcio Gluconato 0,95 g",Institucional,15.30842105,Medio,2
19900906,Biperideno,Biperideno 2 mg,mg,Tableta,Biperideno,Tecnoquimicas,Biperideno (Tecnoquimicas) - Cada Tableta contiene: Biperideno 2 mg,Comercial,483.3697556,Alto,3
19900906,Biperideno,Biperideno 2 mg,mg,Tableta,Biperideno,Tecnoquimicas,Biperideno (Tecnoquimicas) - Cada Tableta contiene: Biperideno 2 mg,Institucional,147.9246484,Bajo,1
19900981,Ciprofloxacina,Ciprofloxacina 3 mg,mg,Frasco,Otosec,Siegfried,Otosec (Siegfried) - Frasco 10 mg - Cada 10 ml contiene: Ciprofloxacina 3 mg,Comercial,49706.10953,Medio,2
19900981,Ciprofloxacina,Ciprofloxacina 3 mg,mg,Frasco,Otosec,Siegfried,Otosec (Siegfried) - Frasco 10 mg - Cada 10 ml contiene: Ciprofloxacina 3 mg,Institucional,12331.16359,Medio,2
19901001,Dopamina,Dopamina 200 mg,ml,Ampolla,Dopamina Clorhidrato,Sanderson,Dopamina Clorhidrato (Sanderson) - Ampolla 5 ml - Cada 5 ml contiene: Dopamina 200 mg,Institucional,11.781,Bajo,1
19901027,Acetaminofen Y Cafeina,Cafeina 50 mg + Acetaminofen 500 mg,mg,Tableta,Dolofen Forte,Procaps,Dolofen Forte (Procaps) - Cada Tableta contiene: Cafeina 50 mg + Acetaminofen 500 mg,Comercial,1010,Alto,3
19901027,Acetaminofen Y Cafeina,Cafeina 50 mg + Acetaminofen 500 mg,mg,Tableta,Dolofen Forte,Procaps,Dolofen Forte (Procaps) - Cada Tableta contiene: Cafeina 50 mg + Acetaminofen 500 mg,Institucional,264.5098039,Medio,2
19901079,Triclosan,"Triclosan 0,2 g",g,Frasco,Yodora,Tecnofar,"Yodora (Tecnofar) - Frasco 60 g - Cada 100 g contiene: Triclosan 0,2 g",Comercial,5849.759884,Bajo,1
19901079,Triclosan,"Triclosan 0,2 g",g,Frasco,Yodora,Tecnofar,"Yodora (Tecnofar) - Frasco 120 g - Cada 100 g contiene: Triclosan 0,2 g",Comercial,11528.78765,Medio,2
19901079,Triclosan,"Triclosan 0,2 g",g,Frasco,Yodora,Tecnofar,"Yodora (Tecnofar) - Frasco 300 g - Cada 100 g contiene: Triclosan 0,2 g",Comercial,23955.06,Alto,3
19901079,Triclosan,"Triclosan 0,2 g",g,Frasco,Yodora,Tecnofar,"Yodora (Tecnofar) - Frasco 90 g - Cada 100 g contiene: Triclosan 0,2 g",Comercial,6216.731887,Medio,2
19901161,Elementos Traza,Elementos Traza,ml,Vial,Peditrace,Fresenius,Peditrace (Fresenius) - Cada Vial contiene: Elementos Traza,Institucional,3959.068356,Medio,2
19901231,Fluconazol,Fluconazol 150 mg,mg,Capsula,Fluconazol,Memphis,Fluconazol (Memphis) - Cada Capsula contiene: Fluconazol 150 mg,Comercial,1293.087482,Bajo,1
19901250,Metoprolol,Metoprolol 200 mg,mg,Tableta,Betaloc Zok,Astrazeneca,Betaloc Zok (Astrazeneca) - Cada Tableta contiene: Metoprolol 200 mg,Comercial,2040,Medio,2
19901250,Metoprolol,Metoprolol 200 mg,mg,Tableta,Betaloc Zok,Astrazeneca,Betaloc Zok (Astrazeneca) - Cada Tableta contiene: Metoprolol 200 mg,Institucional,2005.287356,Medio,2
19901371,Claritromicina,Claritromicina 500 mg,mg,Tableta,Claritromicina,Memphis,Claritromicina (Memphis) - Cada Tableta contiene: Claritromicina 500 mg,Comercial,2018.225878,Bajo,1
19901625,Hidroxicarbamida,Hidroxiurea 500 mg,mg,Capsula,Hydroxyurea,Medac,Hydroxyurea (Medac) - Cada Capsula contiene: Hidroxiurea 500 mg,Comercial,14.05119735,Bajo,1
19901625,Hidroxicarbamida,Hidroxiurea 500 mg,mg,Capsula,Hydroxyurea,Medac,Hydroxyurea (Medac) - Cada Capsula contiene: Hidroxiurea 500 mg,Institucional,14.01991512,Bajo,1
19901852,Telmisartan,Telmisartan 80 mg,mg,Tableta,Micardis,Boehringer,Micardis (Boehringer) - Cada Tableta contiene: Telmisartan 80 mg,Comercial,953.6334955,Medio,2
19901852,Telmisartan,Telmisartan 80 mg,mg,Tableta,Micardis,Boehringer,Micardis (Boehringer) - Cada Tableta contiene: Telmisartan 80 mg,Institucional,889.851872,Alto,3
19901908,Tamsulosina,"Tamsulosina 0,4 mg",mg,Capsula,Tamsulon,Monte Verde,"Tamsulon (Monte Verde) - Cada Capsula contiene: Tamsulosina 0,4 mg",Comercial,5187.420369,Medio,2
19901908,Tamsulosina,"Tamsulosina 0,4 mg",mg,Capsula,Tamsulon,Monte Verde,"Tamsulon (Monte Verde) - Cada Capsula contiene: Tamsulosina 0,4 mg",Institucional,907.7196429,Medio,2
19901934,Mentol + Alcanfor + Eucalipto,"Alcanfor 5,26 g + Mentol 2,82 g + Aceite De Eucalipto 1,33 g",g,Frasco,Vick Vaporub,Procter & Gamble,"Vick Vaporub (Procter & Gamble) - Frasco 12 g - Cada 100 g contiene: Alcanfor 5,26 g + Mentol 2,82 g + Aceite De Eucalipto 1,33 g",Comercial,3904.960978,Bajo,1
19901934,Mentol + Alcanfor + Eucalipto,"Alcanfor 5,26 g + Mentol 2,82 g + Aceite De Eucalipto 1,33 g",g,Frasco,Vick Vaporub,Procter & Gamble,"Vick Vaporub (Procter & Gamble) - Frasco 50 g - Cada 100 g contiene: Alcanfor 5,26 g + Mentol 2,82 g + Aceite De Eucalipto 1,33 g",Comercial,16378.69805,Alto,3
19902058,Moxifloxacina,Moxifloxacina 400 mg,mg,Tableta,Avelox,Bayer,Avelox (Bayer) - Cada Tableta contiene: Moxifloxacina 400 mg,Comercial,32556.8,Alto,3
19902058,Moxifloxacina,Moxifloxacina 400 mg,mg,Tableta,Avelox,Bayer,Avelox (Bayer) - Cada Tableta contiene: Moxifloxacina 400 mg,Institucional,8196,Alto,3
19902070,Atorvastatina,Atorvastatina 20 mg,mg,Tableta,Atorvastatina,Procaps,Atorvastatina (Procaps) - Cada Tableta contiene: Atorvastatina 20 mg,Comercial,720.4896043,Medio,2
19902103,Mebeverina,Mebeverina 200 mg,mg,Capsula,Duspatalin,Lafrancol,Duspatalin (Lafrancol) - Cada Capsula contiene: Mebeverina 200 mg,Comercial,6255.417293,Alto,3
19902103,Mebeverina,Mebeverina 200 mg,mg,Capsula,Duspatalin,Lafrancol,Duspatalin (Lafrancol) - Cada Capsula contiene: Mebeverina 200 mg,Institucional,3600,Medio,2
19902126,Estrogenos Conjugados,"Estrogenos Conjugados 0,625 mg",mg,Tableta,Estermax,Chalver,"Estermax (Chalver) - Cada Tableta contiene: Estrogenos Conjugados 0,625 mg",Comercial,886.25,Medio,2
19902126,Estrogenos Conjugados,"Estrogenos Conjugados 0,625 mg",mg,Tableta,Estermax,Chalver,"Estermax (Chalver) - Cada Tableta contiene: Estrogenos Conjugados 0,625 mg",Institucional,471.3378597,Medio,2
19902231,Ciproterone Y Etinilestradiol,"Etinilestradiol 0,035 mg + Ciproterona Acetato 2 mg",mg,Tableta,Facetix,Synthesis,"Facetix (Synthesis) - Cada Tableta contiene: Etinilestradiol 0,035 mg + Ciproterona Acetato 2 mg",Comercial,401.9728276,Bajo,1
19902231,Ciproterone Y Etinilestradiol,"Etinilestradiol 0,035 mg + Ciproterona Acetato 2 mg",mg,Tableta,Facetix,Synthesis,"Facetix (Synthesis) - Cada Tableta contiene: Etinilestradiol 0,035 mg + Ciproterona Acetato 2 mg",Institucional,393.4540943,Alto,3
19902389,Lorazepam,Lorazepam 2 mg,mg,Tableta,Ativan,Pfizer,Ativan (Pfizer) - Cada Tableta contiene: Lorazepam 2 mg,Comercial,1430,Alto,3
19902389,Lorazepam,Lorazepam 2 mg,mg,Tableta,Ativan,Pfizer,Ativan (Pfizer) - Cada Tableta contiene: Lorazepam 2 mg,Institucional,586.8670213,Alto,3
19902391,Lorazepam,Lorazepam 1 mg,mg,Tableta,Ativan,Pfizer,Ativan (Pfizer) - Cada Tableta contiene: Lorazepam 1 mg,Comercial,758,Medio,2
19902391,Lorazepam,Lorazepam 1 mg,mg,Tableta,Ativan,Pfizer,Ativan (Pfizer) - Cada Tableta contiene: Lorazepam 1 mg,Institucional,378.2738128,Medio,2
19902428,Dactinomicina,"Dactinomicina 0,5 mg",mg,Vial,Dactinomicina,Korea United Pharm,"Dactinomicina (Korea United Pharm) - Cada Vial contiene: Dactinomicina 0,5 mg",Institucional,84782.6032,Medio,2
19902428,Dactinomicina,"Dactinomicina 0,5 mg",mg,Vial,Dactinomicina,Korea United Pharm,"Dactinomicina (Korea United Pharm) - Cada Vial contiene: Dactinomicina 0,5 mg",Comercial,78476.17734,Medio,2
19902446,Diclofenaco,Diclofenaco 50 mg,mg,Tableta,Diclofenaco,Genfar,Diclofenaco (Genfar) - Cada Tableta contiene: Diclofenaco 50 mg,Comercial,117.1048024,Medio,2
19902446,Diclofenaco,Diclofenaco 50 mg,mg,Tableta,Diclofenaco,Genfar,Diclofenaco (Genfar) - Cada Tableta contiene: Diclofenaco 50 mg,Institucional,43.56070247,Medio,2
19902457,Hidroclorotiazida Y Amlodipino,"Hidroclorotiazida 12,5 mg + Amlodipino 5 mg",mg,Tableta,Amdipin H,Lafrancol,"Amdipin H (Lafrancol) - Cada Tableta contiene: Hidroclorotiazida 12,5 mg + Amlodipino 5 mg",Comercial,9447.321818,Medio,2
19902457,Hidroclorotiazida Y Amlodipino,"Hidroclorotiazida 12,5 mg + Amlodipino 5 mg",mg,Tableta,Amdipin H,Lafrancol,"Amdipin H (Lafrancol) - Cada Tableta contiene: Hidroclorotiazida 12,5 mg + Amlodipino 5 mg",Institucional,2948.538067,Medio,2
19902458,Hidroclorotiazida Y Amlodipino,Hidroclorotiazida 25 mg + Amlodipino 10 mg,mg,Tableta,Amdipin H,Lafrancol,Amdipin H (Lafrancol) - Cada Tableta contiene: Hidroclorotiazida 25 mg + Amlodipino 10 mg,Comercial,13399.1,Medio,2
19902458,Hidroclorotiazida Y Amlodipino,Hidroclorotiazida 25 mg + Amlodipino 10 mg,mg,Tableta,Amdipin H,Lafrancol,Amdipin H (Lafrancol) - Cada Tableta contiene: Hidroclorotiazida 25 mg + Amlodipino 10 mg,Institucional,5371.459055,Medio,2
19902533,Salmeterol Y Fluticasona,Fluticasona 500 mcg + Salmeterol 50 mcg,mcg,Inhalador,Seretide Diskus,Glaxosmithkline,Seretide Diskus (Glaxosmithkline) - Cada Inhalador contiene: Fluticasona 500 mcg + Salmeterol 50 mcg,Comercial,99219.07262,Medio,2
19902533,Salmeterol Y Fluticasona,Fluticasona 500 mcg + Salmeterol 50 mcg,mcg,Inhalador,Seretide Diskus,Glaxosmithkline,Seretide Diskus (Glaxosmithkline) - Cada Inhalador contiene: Fluticasona 500 mcg + Salmeterol 50 mcg,Institucional,37522.63727,Medio,2
19902534,Salmeterol Y Fluticasona,Fluticasona 100 mcg + Salmeterol 50 mcg,mcg,Inhalador,Seretide Diskus,Glaxosmithkline,Seretide Diskus (Glaxosmithkline) - Cada Inhalador contiene: Fluticasona 100 mcg + Salmeterol 50 mcg,Comercial,67181.44153,Medio,2
19902534,Salmeterol Y Fluticasona,Fluticasona 100 mcg + Salmeterol 50 mcg,mcg,Inhalador,Seretide Diskus,Glaxosmithkline,Seretide Diskus (Glaxosmithkline) - Cada Inhalador contiene: Fluticasona 100 mcg + Salmeterol 50 mcg,Institucional,62390.12744,Medio,2
19902579,Bupivacaina,"Levobupivacaina 7,5 mg",ml,Ampolla,"Bupinest 0,75%",Ropsohn,"Bupinest 0,75% (Ropsohn) - Ampolla 10 ml - Cada 1 ml contiene: Levobupivacaina 7,5 mg",Institucional,8285.389327,Medio,2
19902589,Progesterona,Progesterona 100 mg,mg,Capsula,Geslutin Pnm,Asofarma,Geslutin Pnm (Asofarma) - Cada Capsula contiene: Progesterona 100 mg,Comercial,4352.452998,Medio,2
19902673,Acido Salicilico,Acido Salicilico 53 g,g,Tubo,Matacallos Vencedor,Anglopharma,Matacallos Vencedor (Anglopharma) - Tubo 4 g - Cada 100 g contiene: Acido Salicilico 53 g,Institucional,4244.637681,Medio,2
19902673,Acido Salicilico,Acido Salicilico 53 g,g,Tubo,Matacallos Vencedor,Anglopharma,Matacallos Vencedor (Anglopharma) - Tubo 4 g - Cada 100 g contiene: Acido Salicilico 53 g,Comercial,3933.333333,Medio,2
19902915,Pamoato De Pirantel,Pirantel 250 mg,mg,Tableta,Pirantel,Genfar,Pirantel (Genfar) - Cada Tableta contiene: Pirantel 250 mg,Comercial,519.7096427,Bajo,1
19902915,Pamoato De Pirantel,Pirantel 250 mg,mg,Tableta,Pirantel,Genfar,Pirantel (Genfar) - Cada Tableta contiene: Pirantel 250 mg,Institucional,214.4763168,Bajo,1
19903008,Minoxidil,Minoxidil 5 g,ml,Frasco,Pilogan Ultra,Eurofarma,Pilogan Ultra (Eurofarma) - Frasco 60 ml - Cada 100 ml contiene: Minoxidil 5 g,Comercial,48187.49986,Medio,2
19903008,Minoxidil,Minoxidil 5 g,ml,Frasco,Pilogan Ultra,Eurofarma,Pilogan Ultra (Eurofarma) - Frasco 60 ml - Cada 100 ml contiene: Minoxidil 5 g,Institucional,41216.60377,Bajo,1
19903033,Trazodona,Trazodona 150 mg,mg,Tableta,Trittico A.C,Aziende,Trittico A.C (Aziende) - Cada Tableta contiene: Trazodona 150 mg,Comercial,10025.86659,Medio,2
19903033,Trazodona,Trazodona 150 mg,mg,Tableta,Trittico A.C,Aziende,Trittico A.C (Aziende) - Cada Tableta contiene: Trazodona 150 mg,Institucional,2980.26081,Medio,2
19903070,Trastuzumab,Trastuzumab 440 mg,mg,Vial,Herceptin,Roche,Herceptin (Roche) - Cada Vial contiene: Trastuzumab 440 mg,Institucional,3560621,Alto,3
19903238,Exemestano,Exemestano 25 mg,mg,Tableta,Aromasin,Pfizer,Aromasin (Pfizer) - Cada Tableta contiene: Exemestano 25 mg,Institucional,3786.390569,Medio,2
19903245,Alcohol Etilico,"Alcohol Etilico 72,9 ml",ml,Frasco,Alcohol Antiseptico Remy,Osa,"Alcohol Antiseptico Remy (Osa) - Frasco 700 ml - Cada 100 ml contiene: Alcohol Etilico 72,9 ml",Comercial,4122.25,Medio,2
