principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio,numerofactor
Pamoato De Pirantel,Tableta,Pirantel 250 mg,mg,Pirantel,Genfar,214.4763168,Bajo,1
Minoxidil,Frasco,Minoxidil 5 g,ml,Pilogan Ultra,Eurofarma,48187.49986,Medio,2
Minoxidil,Frasco,Minoxidil 5 g,ml,Pilogan Ultra,Eurofarma,41216.60377,Bajo,1
Trazodona,Tableta,Trazodona 150 mg,mg,Trittico A.C,Aziende,10025.86659,Medio,2
Trazodona,Tableta,Trazodona 150 mg,mg,Trittico A.C,Aziende,2980.26081,Medio,2
Trastuzumab,Vial,Trastuzumab 440 mg,mg,Herceptin,Roche,3560621,Alto,3
Exemestano,Tableta,Exemestano 25 mg,mg,Aromasin,Pfizer,3786.390569,Medio,2
Alcohol Etilico,Frasco,"Alcohol Etilico 72,9 ml",ml,Alcohol Antiseptico Remy,Osa,4122.25,Medio,2
Alcohol Etilico,Frasco,"Alcohol Etilico 72,9 ml",ml,Alcohol Antiseptico Remy,Osa,1821.055269,Bajo,1
Alcohol Etilico,Frasco,"Alcohol Etilico 72,9 ml",ml,Alcohol Antiseptico Remy,Osa,20497.79592,Alto,3
Fentanilo,Ampolla,"Fentanilo 0,5 mg",ml,Fentanilo,Sanderson,89.25720131,Medio,2
Levodropropizina,Frasco,"Levodropropizina 0,6 g",ml,Levopront R,Bago,29400,Medio,2
Levodropropizina,Frasco,"Levodropropizina 0,6 g",ml,Levopront R,Bago,50652.09007,Alto,3
Vitamina E,Capsula,Vitamina E 1000 IU,IU,Vitamina E,Procaps,1598.953383,Bajo,1
Vitamina E,Capsula,Vitamina E 1000 IU,IU,Vitamina E,Procaps,370.9477901,Bajo,1
Progesterona,Tubo,Progesterona 1 g,g,Progestogel 1%,Besins Healthcare,60098,Medio,2
Progesterona,Tubo,Progesterona 1 g,g,Progestogel 1%,Besins Healthcare,56900,Medio,2
Metoclopramida,Ampolla,Metoclopramida 10 mg,ml,Metoclopramida Clorhidrato,Sanderson,2.864129176,Bajo,1
Secnidazol,Tableta,Secnidazol 1 g,g,Secnidazol,Tecnoquimicas,11870.32283,Alto,3
Secnidazol,Tableta,Secnidazol 1 g,g,Secnidazol,Tecnoquimicas,2242.010989,Medio,2
N- Butil Bromuro De Hioscina Y Dipirona,Ampolla,"Dipirona 2,5 g + N- Butil Bromuro De Hioscina 20 mg",ml,Hioscina + Dipirona,Ryan,1909.445378,Medio,2
N- Butil Bromuro De Hioscina Y Dipirona,Ampolla,"Dipirona 2,5 g + N- Butil Bromuro De Hioscina 20 mg",ml,Hioscina + Dipirona,Ryan,1196.666667,Bajo,1
N-Butilbromuro De Hioscina,Ampolla,N- Butil Bromuro De Hioscina 20 mg,ml,Butilbromuro Hioscina,Ryan,970.5289673,Bajo,1
N-Butilbromuro De Hioscina,Ampolla,N- Butil Bromuro De Hioscina 20 mg,ml,Butilbromuro Hioscina,Ryan,908.3333333,Medio,2
Ciproheptadina,Sobre,"Ciproheptadina 0,035 g",g,Trimetabol,J Uriach,51319.46977,Medio,2
Ciproheptadina,Sobre,"Ciproheptadina 0,035 g",g,Trimetabol,J Uriach,9392.921569,Medio,2
Piridoxina+ Tiamina + Cianocobalamina,Ampolla,Cianocobalamina 1 mg + Piridoxina (Vit B6) 100 mg + Tiamina (Vit B1) 100 mg,ml,Neurobion,Procter & Gamble,11022.71478,Medio,2
Iobenguane (131I),Vial,"Iobenguane (131I) 0,5 mg",mg,Meta- Iodobenzyl Guanidine,Ge Healthcare,8096666.667,Medio,2
Ifosfamida,Vial,Ifosfamida 1 g,g,Holoxan,Baxter,111851.5539,Alto,3
Ifosfamida,Vial,Ifosfamida 1 g,g,Holoxan,Baxter,110425.7143,Alto,3
Ketorolaco,Ampolla,Ketorolaco 30 mg,ml,Ketron,Bussié,1830.791005,Alto,3
Dalteparina,Jeringa Prellenada,Dalteparina 5000 IU,ml,Fragmin,Pfizer,14378,Medio,2
Dalteparina,Jeringa Prellenada,Dalteparina 5000 IU,ml,Fragmin,Pfizer,11385.95297,Medio,2
Naproxeno,Tableta,Naproxeno 550 mg,mg,Naproxeno Sodico,Tecnoquimicas,873.0106631,Bajo,1
Naproxeno,Tableta,Naproxeno 550 mg,mg,Naproxeno Sodico,Tecnoquimicas,409.908326,Bajo,1
Vitamina A,Capsula,Retinol ( Vit A) 50000 IU,IU,Retiblan,Colmed,579.4704074,Alto,3
Vitamina A,Capsula,Retinol ( Vit A) 50000 IU,IU,Retiblan,Colmed,235.291637,Alto,3
Hidroxipropilmetil Celulosa,Frasco,Hidroxipropilmetilcelulosa 3 mg,ml,Genteal,Alcon,48700,Alto,3
Acetilcisteina,Frasco,Acetilcisteina 2 g,ml,Fluimucil,Zambon,20119,Medio,2
Pertusis Antigeno Purificado,Jeringa Prellenada,Pertusis Antigeno Purificado,ml,Boostrix,Glaxosmithkline,63443.51081,Medio,2
Clobetasol,Tubo,"Clobetasol Propionato 0,05 g",g,Clobetasol,American Generics,11864.21391,Medio,2
Clobetasol,Tubo,"Clobetasol Propionato 0,05 g",g,Clobetasol,American Generics,4006.855518,Medio,2
Lamivudina,Tableta,Lamivudina 150 mg,mg,Lutic,Legrand,828.0529801,Medio,2
Hidroclorotiazida E Irbesartan,Tableta,"Hidroclorotiazida 12,5 mg + Irbesartan 150 mg",mg,Coaprovel,Sanofi Aventis,937.5,Medio,2
Hidroclorotiazida E Irbesartan,Tableta,"Hidroclorotiazida 12,5 mg + Irbesartan 150 mg",mg,Coaprovel,Sanofi Aventis,313.6536421,Medio,2
Hidroclorotiazida E Irbesartan,Tableta,"Hidroclorotiazida 12,5 mg + Ibersartan 300 mg",mg,Coaprovel,Sanofi Aventis,1875,Medio,2
Hidroclorotiazida E Irbesartan,Tableta,"Hidroclorotiazida 12,5 mg + Ibersartan 300 mg",mg,Coaprovel,Sanofi Aventis,624.7572254,Medio,2
Factor Ix De Coagulacion Recombinante,Vial,Factor Ix De Coagulacion Recombinante 500 IU,IU,Benefix,Pfizer,763672.5779,Alto,3
Factor Ix De Coagulacion Recombinante,Vial,Factor Ix De Coagulacion Recombinante 250 IU,IU,Benefix,Pfizer,381318.7597,Medio,2
L-Alanil-L-Glutamina,Vial,"L-Alanil-L-Glutamina 0,2 g",ml,Dipeptiven,Fresenius,25691.48982,Medio,2
Sildenafil,Tableta,Sildenafil 50 mg,mg,Eroxim,Lafrancol,8628.90984,Alto,3
Sildenafil,Tableta,Sildenafil 50 mg,mg,Eroxim,Lafrancol,5419.454545,Alto,3
Dalteparina,Jeringa Prellenada,Dalteparina 2500 IU,ml,Fragmin,Pfizer,6315.728671,Medio,2
Fluorouracilo,Vial,Fluorouracilo 500 mg,ml,Fluorouracilo,Korea United Pharm,809.9256308,Bajo,1
Fluorouracilo,Vial,Fluorouracilo 500 mg,ml,Fluorouracilo,Korea United Pharm,475.3,Bajo,1
Infliximab,Vial,Infliximab 100 mg,mg,Remicade,Janssen,820899.284,Medio,2
Multienzimas (Lipasa Proteasa Etc.),Capsula,Pancreatina 150 mg,mg,Creon,Lafrancol,2174.9,Medio,2
Multienzimas (Lipasa Proteasa Etc.),Capsula,Pancreatina 150 mg,mg,Creon,Lafrancol,1078.077302,Medio,2
Gabapentin,Tableta,Gabapentin 600 mg,mg,Neurontin,Pfizer,803.1111111,Medio,2
Gabapentin,Tableta,Gabapentin 600 mg,mg,Neurontin,Pfizer,790.8233669,Alto,3
Vacuna Difteria-Hemofilus Influenza B-Pertusis-Poliomielitis-Tetanos-Hepatitis B,Jeringa Prellenada,Vacuna Difteria-Hemofilus Influenza B-Pertusis-Poliomielitis-Tetanos-Hepatitis B,ml,Infanrix Hexa,Glaxosmithkline,125471.2828,Alto,3
Multivitaminas Mas Hierro,Frasco,Multivitaminas Mas Hierro,ml,Hemocyton,Tecnofar,23631.19546,Medio,2
Multivitaminas Mas Hierro,Frasco,Multivitaminas Mas Hierro,ml,Hemocyton,Tecnofar,8546.176496,Medio,2
Fenobarbital,Tableta,Fenobarbital 100 mg,mg,Fenobarbital,Fondo Nacional de Estupefacientes,193.6948281,Medio,2
Fenobarbital,Tableta,Fenobarbital 100 mg,mg,Fenobarbital,Fondo Nacional de Estupefacientes,119.2436242,Medio,2
Fenobarbital,Tableta,Fenobarbital 50 mg,mg,Fenobarbital,Fondo Nacional de Estupefacientes,660.0547906,Medio,2
Fenobarbital,Tableta,Fenobarbital 50 mg,mg,Fenobarbital,Fondo Nacional de Estupefacientes,152.5333333,Medio,2
Metformina,Tableta,Metformina 850 mg,mg,Metformina,Winthrop,49.74509557,Bajo,1
Metformina,Tableta,Metformina 850 mg,mg,Metformina,Winthrop,850.790824,Alto,3
Danazol,Capsula,Danazol 200 mg,mg,Cipladanogen,Cipla,1122.314318,Medio,2
Danazol,Capsula,Danazol 200 mg,mg,Cipladanogen,Cipla,965.0773558,Medio,2
Daunorrubicina,Vial,Daunorrubicina 20 mg,ml,Daunorubicina,Korea United Pharm,46800.82599,Bajo,1
Daunorrubicina,Vial,Daunorrubicina 20 mg,ml,Daunorubicina,Korea United Pharm,46605.904,Bajo,1
Oseltamivir,Capsula,Oseltamivir 75 mg,mg,Tamiflu,Roche,8932,Alto,3
Fosfolipidos,Vial,Fosfolipidos 240 mg,ml,Curosurf,Chiesi,1475227,Medio,2
Fosfolipidos,Vial,Fosfolipidos 240 mg,ml,Curosurf,Chiesi,1475227,Medio,2
Cetirizina,Tableta,Cetirizina 10 mg,mg,Cetirizina,Genfar,421.9964177,Medio,2
Meloxicam,Tableta,Meloxicam 15 mg,mg,Meloxicam,La Sante,970.6120506,Medio,2
Meloxicam,Tableta,Meloxicam 15 mg,mg,Meloxicam,La Sante,72.85714286,Bajo,1
Budesonida,Aerosol,Budesonida 200 mcg + Budesonida 200 mcg,dosis,B-Cort,Grunenthal,147091.4172,Medio,2
Budesonida,Aerosol,Budesonida 200 mcg + Budesonida 200 mcg,dosis,B-Cort,Grunenthal,24893.67326,Medio,2
Prednisona,Tableta,Prednisona 50 mg,mg,Prednisona,Tecnoquimicas,2597.78526,Medio,2
Prednisona,Tableta,Prednisona 50 mg,mg,Prednisona,Tecnoquimicas,642.9260425,Medio,2
Claritromicina,Tableta,Claritromicina 500 mg,mg,Klamicina,Mega Labs,2780.79835,Medio,2
Bupropion,Tableta,Bupropion 150 mg,mg,Odranal,Monte Verde,1804.5,Alto,3
Bupropion,Tableta,Bupropion 150 mg,mg,Odranal,Monte Verde,709.404901,Bajo,1
Levonorgestrel Y Etinilestradiol,Tableta,"Levonorgestrel 0,15 mg + Etinilestradiol 0,03 mg",mg,Nordette,Pfizer,912,Alto,3
Levonorgestrel Y Etinilestradiol,Tableta,"Levonorgestrel 0,15 mg + Etinilestradiol 0,03 mg",mg,Nordette,Pfizer,249,Medio,2
Meloxicam,Tableta,"Meloxicam 7,5 mg",mg,Meloxicam,La Sante,698.7789148,Medio,2
Meloxicam,Tableta,"Meloxicam 7,5 mg",mg,Meloxicam,La Sante,55.96764138,Bajo,1
Nistatina Y Oxido De Zinc,Tubo,Oxido De Zinc 20 g + Nistatina 10000000 ui,g,Crema N°. 4,Tecnofar,13257.05627,Bajo,1
Nistatina Y Oxido De Zinc,Tubo,Oxido De Zinc 20 g + Nistatina 10000000 ui,g,Crema N°. 4,Tecnofar,8160.196402,Bajo,1
Nistatina Y Oxido De Zinc,Tubo,Oxido De Zinc 20 g + Nistatina 10000000 ui,g,Crema N°. 4,Tecnofar,20378.2755,Alto,3
Nistatina Y Oxido De Zinc,Tubo,Oxido De Zinc 20 g + Nistatina 10000000 ui,g,Crema N°. 4,Tecnofar,10414.95188,Alto,3
Filgrastim,Jeringa Prellenada,Filgrastim 30 MIU,MIU,Neupogen,Amgen,98998.78073,Medio,2
Iodixanol,Botella,Iodixanol 270 mg,ml,Visipaque,Ge Healthcare,91420.5,Bajo,1
Iodixanol,Botella,Iodixanol 270 mg,ml,Visipaque,Ge Healthcare,79776.28571,Bajo,1
Iodixanol,Botella,Iodixanol 270 mg,ml,Visipaque,Ge Healthcare,154600,Alto,3
Iodixanol,Botella,Iodixanol 270 mg,ml,Visipaque,Ge Healthcare,124103.7647,Alto,3
Iodixanol,Botella,Iodixanol 320 mg,ml,Visipaque,Ge Healthcare,104672.1429,Bajo,1
Iodixanol,Botella,Iodixanol 320 mg,ml,Visipaque,Ge Healthcare,70000,Medio,2
Iodixanol,Botella,Iodixanol 320 mg,ml,Visipaque,Ge Healthcare,147436.8,Alto,3
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Acetaminofen 500 mg + Clorfeniramina 2 mg + Fenilefrina 5 mg,mg,Dolex Gripa,Haleon,472.5,Alto,3
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Acetaminofen 500 mg + Maleato De Clorfeniramina 2 mg + Fenilefrina 5 mg,mg,Dolex Contra Los Sintomas De La Gripa,Glaxosmithkline,957.9072534,Bajo,1
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Acetaminofen 500 mg + Fenilefrina 5 mg + Maleato De Clorfeniramina 2 mg,mg,Dolex Contra Los Sintomas De La Gripa,Glaxosmithkline,896.7967233,Alto,3
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Fenilefrina 5 mg + Maleato De Clorfeniramina 2 mg + Acetaminofen 500 mg,mg,Dolex Contra Los Sintomas De La Gripa,Glaxosmithkline,880.1416949,Bajo,1
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Fenilefrina 5 mg + Maleato De Clorfeniramina 2 mg + Acetaminofen 500 mg,mg,Dolex Contra Los Sintomas De La Gripa,Glaxosmithkline,733.23,Medio,2
Sodio Fosfato,Frasco,Sodio Fosfato 16 g + Sodio Fosfato 6 g,ml,Travad Oral,Tecnoquimicas,20652.58315,Medio,2
Sodio Fosfato,Frasco,Sodio Fosfato 16 g + Sodio Fosfato 6 g,ml,Travad Oral,Tecnoquimicas,6356.192629,Medio,2
Ibuprofeno,Frasco,Ibuprofeno 2 g,ml,Smadol,Seres,8278.813271,Medio,2
Dexmedetomidina,Vial,Dexmedetomidina 100 mcg,ml,Precedex,Pfizer,56952.65074,Medio,2
Metronidazol,Frasco,Metronidazol 250 mg,ml,Metronidazol,Genfar,4300,Medio,2
Cetirizina,Frasco,Cetirizina 10 g,ml,Acidrine Gotas,Novamed,62674.76954,Medio,2
Cetirizina,Frasco,Cetirizina 10 g,ml,Acidrine Gotas,Novamed,2000,Medio,2
Albumina Humana,Frasco,Albumina Humana 10 g,ml,Albumina Humana,Biotest,250000,Medio,2
Albumina Humana,Frasco,Albumina Humana 10 g,ml,Albumina Humana,Biotest,250000,Alto,3
Temozolomida,Capsula,Temozolomida 100 mg,mg,Temodal,Merck Sharp Dome,63095.6013,Alto,3
Temozolomida,Capsula,Temozolomida 250 mg,mg,Temodal,Merck Sharp Dome,195937.6581,Alto,3
Temozolomida,Capsula,Temozolomida 20 mg,mg,Temodal,Merck Sharp Dome,13112.32448,Bajo,1
Linezolid,Bolsa,Linezolid 2 mg,mg,Zyvoxid,Pfizer,97784.34679,Alto,3
Meloxicam,Tableta,"Meloxicam 7,5 mg",mg,Meloxicam,Mk,828.94004,Medio,2
Meloxicam,Tableta,"Meloxicam 7,5 mg",mg,Meloxicam,Mk,466.7142857,Alto,3
Meloxicam,Tableta,Meloxicam 15 mg,mg,Meloxicam,Mk,1015.659174,Medio,2
Meloxicam,Tableta,Meloxicam 15 mg,mg,Meloxicam,Mk,126.724676,Medio,2
Nimodipino,Tableta,Nimodipino 30 mg,mg,Nisom,Siegfried,129.2680025,Medio,2
Nafazolina,Frasco,Nafazolina 1 mg,ml,Oftalmotrisol,Incobra,17794.20517,Alto,3
Nafazolina,Frasco,Nafazolina 1 mg,ml,Oftalmotrisol,Incobra,4440.865039,Medio,2
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,1750,Bajo,1
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,1810,Bajo,1
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,2392.926829,Medio,2
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,2338.918919,Medio,2
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,2660.412371,Medio,2
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,2670,Medio,2
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,4200,Medio,2
Cloruro De Sodio,Ampolla,Cloruro De Sodio 9 mg,ml,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,2700,Medio,2
Hidroxizina,Tableta,Hidroxicina 25 mg,mg,Hidroxicina,Genfar,149.7723042,Bajo,1
Hidroxizina,Tableta,Hidroxicina 25 mg,mg,Hidroxicina,Genfar,76.30900007,Bajo,1
Levonorgestrel Y Etinilestradiol,Tableta,"Levonorgestrel 0,15 mg + Etinilestradiol 0,03 mg",mg,Microfemin,Gedeon Richter,648.4692264,Medio,2
Levonorgestrel Y Etinilestradiol,Tableta,"Levonorgestrel 0,15 mg + Etinilestradiol 0,03 mg",mg,Microfemin,Gedeon Richter,266.08,Alto,3
Budesonida,Capsula,Budesonida 3 mg,mg,Budenofalk,Dr Falk Pharma,3299.1,Medio,2
Budesonida,Capsula,Budesonida 3 mg,mg,Budenofalk,Dr Falk Pharma,3222.604079,Medio,2
Hialuronato De Sodio,Ampolla,Hialuronato De Sodio 4 mg,ml,Lagricel,Sophia,2536.089652,Bajo,1
Hialuronato De Sodio,Ampolla,Hialuronato De Sodio 4 mg,ml,Lagricel,Sophia,2080.25255,Bajo,1
Permetrina,Tubo,Permetrina 1 g,g,Nopion,Tecnofar,26405.51433,Medio,2
Levonorgestrel,Tableta,"Levonorgestrel 0,75 mg",mg,Postinor,Gedeon Richter,3868.5,Medio,2
Oxibutinina,Tableta,Oxibutinina 10 mg,mg,Mutum Cr,Laboratorios Elea Phoenix,3286.427021,Medio,2
Oxibutinina,Tableta,Oxibutinina 10 mg,mg,Mutum Cr,Laboratorios Elea Phoenix,1911.747986,Medio,2
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafil,Mk,2567.173199,Medio,2
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafil,Mk,2162,Medio,2
Amoxicilina,Frasco,Amoxicilina 750 mg,ml,Amoxidal Duo Suspension,Roemmers,36847.83043,Bajo,1
Amoxicilina,Frasco,Amoxicilina 750 mg,ml,Amoxidal Duo Suspension,Roemmers,28848.22078,Bajo,1
Amoxicilina,Frasco,Amoxicilina 750 mg,ml,Amoxidal Duo Suspension,Roemmers,50217.12013,Alto,3
Amoxicilina,Frasco,Amoxicilina 750 mg,ml,Amoxidal Duo Suspension,Roemmers,32769.23077,Alto,3
Amoxicilina,Tableta,Amoxicilina 875 mg,mg,Amoxidal Duo,Roemmers,3817.331727,Alto,3
Amoxicilina,Tableta,Amoxicilina 875 mg,mg,Amoxidal Duo,Roemmers,2400,Alto,3
Latanoprost,Frasco,Latanoprost 50 mcg,ml,Louten,Mega Labs,19126,Alto,3
Latanoprost,Frasco,Latanoprost 50 mcg,ml,Louten,Mega Labs,8686.57911,Bajo,1
Piridostigmina,Tableta,Piridostigmina 60 mg,mg,Mestinon,Grossman,9419,Medio,2
Piridostigmina,Tableta,Piridostigmina 60 mg,mg,Mestinon,Grossman,768.386469,Bajo,1
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Atorvastatina,Mk,1766.406663,Medio,2
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Atorvastatina,Mk,345.3816475,Alto,3
Fentanilo,Ampolla,Fentanilo 50 mcg,ml,Fentanilo,Braun Melsungen,3572.232704,Alto,3
Fentanilo,Ampolla,Fentanilo 50 mcg,ml,Fentanilo,Braun Melsungen,3475.166667,Alto,3
Fentanilo,Ampolla,Fentanilo 50 mcg,ml,Fentanilo,Braun Melsungen,2994.638187,Bajo,1
Fentanilo,Ampolla,Fentanilo 50 mcg,ml,Fentanilo,Braun Melsungen,2897.881773,Bajo,1
Metronidazol Y Clotrimazol,Tubo,Metronidazol Base 10 g + Clotrimazol 2 g,g,Gynoflor,Siegfried,35091.34509,Medio,2
Metronidazol Y Clotrimazol,Tubo,Metronidazol Base 10 g + Clotrimazol 2 g,g,Gynoflor,Siegfried,18199.46092,Medio,2
Aminoacidos,Bolsa,Aminoacidos,ml,Travasol Plus,Baxter,59005,Alto,3
Aminoacidos,Bolsa,Aminoacidos,ml,Travasol Plus,Baxter,48143.37903,Medio,2
Montelukast,Tableta Masticable,Montelukast 4 mg,mg,Singulair,Merck,78016.81579,Alto,3
Montelukast,Tableta Masticable,Montelukast 4 mg,mg,Singulair,Merck,12166.22951,Alto,3
Bisoprolol,Tableta,"Bisoprolol 2,5 mg",mg,Concor,Merck,322.5333333,Alto,3
Bisoprolol,Tableta,"Bisoprolol 2,5 mg",mg,Concor,Merck,297.4907454,Alto,3
Albendazol,Tableta,Albendazol 200 mg,mg,Albendazol,Laproff,94.62727273,Bajo,1
Albendazol,Tableta,Albendazol 200 mg,mg,Albendazol,Laproff,253.0914894,Bajo,1
Amikacina,Ampolla,Amikacina 500 mg,ml,Amikacina,Vitalis,3268.181818,Bajo,1
Amikacina,Ampolla,Amikacina 500 mg,ml,Amikacina,Vitalis,1629.243227,Medio,2
Amikacina,Ampolla,Amikacina 100 mg,ml,Amikacina,Vitalis,2215.98721,Medio,2
Amikacina,Ampolla,Amikacina 100 mg,ml,Amikacina,Vitalis,1522.247946,Medio,2
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Atorvastatina,Mk,1430.722004,Medio,2
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Atorvastatina,Mk,285.7307692,Medio,2
Acido Poliacrilico,Tubo,"Acido Poliacrilico 2,5 mg",g,Siccafluid,Thea,70976.79377,Medio,2
Acido Poliacrilico,Tubo,"Acido Poliacrilico 2,5 mg",g,Siccafluid,Thea,24609.4891,Medio,2
Orlistat,Capsula,Orlistat 120 mg,mg,Orlistat,Procaps,2250.378503,Medio,2
Ciclobenzaprina Clorhidrato + Clonixinato De Lisina,Tableta,Clonixinato De Lisina 125 mg + Ciclobenzaprina Clorhidrato 5 mg,mg,Dorixina Relax,Mega Labs,2526.61238,Medio,2
Ciclobenzaprina Clorhidrato + Clonixinato De Lisina,Tableta,Clonixinato De Lisina 125 mg + Ciclobenzaprina Clorhidrato 5 mg,mg,Dorixina Relax,Mega Labs,1304.822697,Medio,2
Azitromicina,Tableta,Azitromicina 500 mg,mg,Azitromicina,American Generics,1976.571361,Bajo,1
Ibuprofeno + Metacarbamol,Tableta,Ibuprofeno 200 mg + Metocarbamol 500 mg,mg,Metocarbamol,Genfar,836.0199865,Medio,2
Ibuprofeno + Metacarbamol,Tableta,Ibuprofeno 200 mg + Metocarbamol 500 mg,mg,Metocarbamol,Genfar,178.9723064,Medio,2
Trimebutina,Capsula,Trimebutina 200 mg,mg,Muvett,Procaps,4150.793651,Alto,3
Trimebutina,Capsula,Trimebutina 200 mg,mg,Muvett,Procaps,540.8333333,Alto,3
Carbocisteina,Frasco,Carbocisteina 50 mg,ml,Mucosina Gotas Pediatricas,Glaxosmithkline,14607.09405,Alto,3
Carbocisteina,Frasco,Carbocisteina 50 mg,ml,Mucosina Gotas Pediatricas,Glaxosmithkline,13281,Medio,2
Carbocisteina,Frasco,Carbocisteina 5 g,ml,Mucosina,Glaxosmithkline,25437.26873,Alto,3
Carbocisteina,Frasco,Carbocisteina 5 g,ml,Mucosina,Glaxosmithkline,22270,Medio,2
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafil,American Generics,1497.6902,Medio,2
Omeprazol,Capsula,Omeprazol 20 mg,mg,Prozidex,Bioquifar,204.6153846,Medio,2
Omeprazol,Capsula,Omeprazol 20 mg,mg,Prozidex,Bioquifar,57,Bajo,1
Clormadinona Y Etinilestradiol,Tableta,"Etinilestradiol 0,03 mg + Acetato De Clormadinona 2 mg",mg,Belara,Grunenthal,1073.158535,Medio,2
Clormadinona Y Etinilestradiol,Tableta,"Etinilestradiol 0,03 mg + Acetato De Clormadinona 2 mg",mg,Belara,Grunenthal,729.9315931,Medio,2
Dimenhidrinato,Tableta,Dimenhidrinato 50 mg,mg,Mareol,Glaxosmithkline,505.8045635,Alto,3
Hidroclorotiazida Y Losartan,Tableta,Hidroclorotiazida 25 mg + Losartan 100 mg,mg,Hyzaar Forte,Merck,13524,Alto,3
Hidroclorotiazida Y Losartan,Tableta,Hidroclorotiazida 25 mg + Losartan 100 mg,mg,Hyzaar Forte,Merck,2436.380282,Alto,3
Oxcarbazepina,Tableta,Oxcarbazepina 300 mg,mg,Trileptal,Novartis,594,Medio,2
Oxcarbazepina,Tableta,Oxcarbazepina 300 mg,mg,Trileptal,Novartis,594,Alto,3
Oxcarbazepina,Tableta,Oxcarbazepina 600 mg,mg,Trileptal,Novartis,1190,Medio,2
Oxcarbazepina,Tableta,Oxcarbazepina 600 mg,mg,Trileptal,Novartis,1190,Alto,3
Ibuprofeno Y Codeina,Tableta,Ibuprofeno 200 mg + Codeina Fosfato 30 mg,mg,Difast F,Siegfried,2405.7,Medio,2
Ibuprofeno Y Codeina,Tableta,Ibuprofeno 200 mg + Codeina Fosfato 30 mg,mg,Difast F,Siegfried,995.4716981,Medio,2
Alfuzosina,Tableta,Alfuzosina 10 mg,mg,Xatral Od,Sanofi Aventis,1222.966865,Medio,2
Alfuzosina,Tableta,Alfuzosina 10 mg,mg,Xatral Od,Sanofi Aventis,1160.318364,Medio,2
Cetrorelix,Vial,"Cetrorelix 0,25 mg",mg,Cetrotide,Merck,165249,Medio,2
Cetrorelix,Vial,"Cetrorelix 0,25 mg",mg,Cetrotide,Merck,158804,Medio,2
Acido Folico,Tableta,Acido Folico 1 mg,mg,Acido Folico,Laproff,51.11111111,Bajo,1
Acido Folico,Tableta,Acido Folico 1 mg,mg,Acido Folico,Laproff,25.41308793,Medio,2
Loratadina,Frasco,"Loratadina 0,1 g",ml,Loratadina,Laproff,3149.649631,Medio,2
Loratadina,Frasco,"Loratadina 0,1 g",ml,Loratadina,Laproff,2353.551724,Medio,2
Acetaminofen Y Cafeina,Tableta,Acetaminofen 500 mg + Cafeina 65 mg,mg,Acetaminofen + Cafeina,Sanofi Aventis,481.7122396,Bajo,1
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Acetaminofen,Sanofi Aventis,0.6419291045,Bajo,1
Acetaminofen,Frasco,Acetaminofen 10 g,ml,Acetaminofen Gotas,Sanofi Aventis,7599.177896,Medio,2
Clotrimazol,Tubo,Clotrimazol 1 g,g,Clotrimazol Crema,Genfar,13479.17749,Alto,3
Clotrimazol,Tubo,Clotrimazol 1 g,g,Clotrimazol Crema,Genfar,7567.351351,Alto,3
Sildenafil,Tableta,Sildenafil 50 mg,mg,Varofil,Comerfar,9435.855334,Alto,3
Amoxicilina,Tableta,Amoxicilina 875 mg,mg,Neogram,Legrand,3520.660377,Medio,2
Amoxicilina,Tableta,Amoxicilina 875 mg,mg,Neogram,Legrand,1167.71875,Medio,2
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Acetaminofen 500 mg + Maleato De Clorfeniramina 2 mg + Fenilefrina 5 mg,mg,Clarigrip,Bayer,3648.753181,Alto,3
